Name;Version;God_Class;Lazy_Class;Complex_Class;Large_Class;Refused_Request;Data_Class;Feature_Envy;Brain_Class;Hub_Like_Dependency;Class_Cyclic_Dependency;Unhealthy_Inheritance_Hierarchy;Long_Method;Long_Parameter_List;Shotgun_Surgery;Brain_Method;Unstable_Dependency;Package_Cyclic_Dependency;Total;Distinct_Count
org.apache.cxf.common.spi.GeneratedClassClassLoader.TypeHelperClassLoader;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2
org.apache.cxf.common.util.OpcodesProxy;;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;4;4
org.apache.cxf.common.util.ASMHelperImpl;;0;0;1;1;0;1;1;0;0;0;0;9;7;0;0;0;1;21;7
org.apache.cxf.common.util.Base64OutputStream;;0;0;0;0;0;1;0;0;0;0;0;2;7;0;0;0;1;11;4
org.apache.cxf.common.util.Base64UrlOutputStream;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2
org.apache.cxf.common.util.Base64UrlUtility;;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;5;3
org.apache.cxf.common.util.CglibProxyHelper;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3;3
org.apache.cxf.common.util.ClassHelper.DefaultClassUnwrapper;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;3
org.apache.cxf.common.util.SpringClassUnwrapper;;0;0;0;0;0;1;0;0;0;0;0;3;1;0;0;0;1;6;4
org.apache.cxf.common.util.ClasspathScanner;;0;0;0;1;0;1;0;0;0;1;1;4;6;0;0;0;1;15;7
org.apache.cxf.common.util.SpringClasspathScanner;;0;0;1;1;0;0;0;0;0;1;0;4;5;0;1;0;1;14;7
org.apache.cxf.common.util.CollectionUtils;;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;1;7;4
org.apache.cxf.common.util.CollectionUtils.MapToDictionary;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;2
org.apache.cxf.common.util.CollectionUtils.MapToDictionary.IteratorToEnumeration;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;3
org.apache.cxf.common.util.Compiler;;1;0;1;1;0;0;1;0;0;0;0;8;6;0;0;0;1;19;7
org.apache.cxf.common.util.StreamPrinter;;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;4;3
org.apache.cxf.common.util.CompressionUtils;;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;1;7;4
org.apache.cxf.common.util.ExtensionInvocationHandler;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;3
org.apache.cxf.common.util.MessageDigestInputStream;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3;3
org.apache.cxf.common.util.ModCountCopyOnWriteArrayList;;0;0;0;1;0;1;0;0;0;0;0;10;5;0;0;0;1;18;5
org.apache.cxf.common.util.PrimitiveUtils;;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;1;6;4
org.apache.cxf.common.util.PropertiesLoaderUtils;;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;4;3
org.apache.cxf.common.util.PropertyUtils;;0;0;0;0;0;1;0;0;0;0;0;2;6;0;0;0;1;10;4
org.apache.cxf.common.util.ProxyClassLoader;;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;1;7;4
org.apache.cxf.common.util.ProxyClassLoaderCache;;0;0;0;0;0;0;0;0;1;0;0;3;4;0;0;0;1;9;4
org.apache.cxf.common.util.ReflectionInvokationHandler.WrapperIterator;;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;4;4
org.apache.cxf.common.util.SortedArraySet.SASIterator;;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;4;3
org.apache.cxf.common.util.URIParserUtil;;0;0;0;1;0;1;0;0;0;0;0;6;6;0;0;0;1;15;5
