Name;Version;God_Class;Lazy_Class;Complex_Class;Large_Class;Refused_Request;Data_Class;Feature_Envy;Brain_Class;Hub_Like_Dependency;Class_Cyclic_Dependency;Unhealthy_Inheritance_Hierarchy;Long_Method;Long_Parameter_List;Shotgun_Surgery;Brain_Method;Unstable_Dependency;Package_Cyclic_Dependency;Total;Distinct_Count
javax.servlet.http.RFC6265Validator;;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1
javax.servlet.http.HttpFilter;;0;0;0;0;0;0;0;0;0;0;0;6;11;0;0;0;0;2;2
javax.servlet.http.HttpServlet;;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;21;6
javax.servlet.http.HttpServlet.NoBodyAsyncContextListener;;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;1;1
javax.servlet.http.HttpServlet.NoBodyOutputStream;;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;5;3
javax.servlet.http.HttpServlet.NoBodyPrintWriter;;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;4;3
javax.servlet.http.HttpServlet.NoBodyResponse;;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;3;2
javax.servlet.ServletOutputStream;;0;0;0;0;0;1;0;0;0;0;0;0;7;1;0;0;0;4;3
javax.servlet.ServletResponseWrapper;;0;0;0;0;0;1;0;0;0;0;0;0;6;1;0;0;0;9;3
javax.servlet.http.HttpServletResponseWrapper;;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;9;4
javax.servlet.http.HttpServletRequestWrapper;;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;0;0;4;4
javax.servlet.ServletRequestWrapper;;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;6;4
javax.servlet.http.HttpSessionEvent;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2
javax.servlet.http.HttpSessionBindingEvent;;0;0;0;0;1;1;0;0;0;0;0;4;2;0;0;0;0;3;3
javax.servlet.http.HttpUtils;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;7;3
javax.servlet.ServletInputStream;;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;2;2
